text,labels
derive the e.,3
"for any points which fall under the curve, explain the combination of production for steel and bricks.",1
propose a framework for using graph neural networks to model and predict the spread of infectious diseases in urban populations.,5
explain mechanism of universal indexing head.,0
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",5
solve a math problem involving solving equations with multiple variables.,2
calculate abcd constants for three phase 50 hz transmission line with following line parameters.,2
compare and contrast classical music and contemporary music.,1
sketch  explain the torque- armature current characteristics of,0
write a short note on diazotisation and coupling in azo dyes.,2
draw and discuss the bimetallic thermometer.,1
"an electronics manufacturer is assessing the reliability of semiconductor devices for aerospace applications. evaluate the failure modes and mechanisms of electronic components, including integrated circuits ics and microprocessors. recommend reliability testing methods and qualification standards to ensure the quality and durability of electronic systems in harsh operating environments.",4
write program to transfer letter âtâserially 10 times at baud rate of 4800. use serial port in mode 1. xtal12mhz.,2
analyze the potential risks and benefits of using autonomous drones for surveillance and reconnaissance missions.,2
can you break down the factors contributing to air pollution?,3
what is namespace?,0
how do you break down a complex psychological concept into its basic principles?,3
evaluate the principal stresses and principal planes for the state of stress shown in figure.,2
explain types of thread in detail.,0
how do you generalize from given data to uncover trends?,5
test the hypothesis through an experiment.,4
derive an expression for armature torque developed in a dc motor.,3
explain 4ps of marketing.,1
explain various features of the 8051 microcontroller.,0
explain the surge in springs.,0
define prosocial behaviors.,0
how would you relate position concept with position strategy,2
what can you recall about the plot of your favorite book?,0
"you are developing a natural language processing nlp model for sentiment analysis of customer reviews in e-commerce platforms. create a sentiment analysis pipeline that preprocesses text data, extracts features, and trains a machine learning classifier to classify reviews into positive, negative, or neutral sentiments, incorporating techniques such as word embeddings, attention mechanisms, and model ensemble for accurate sentiment prediction.",5
describe the significance of a matched filter in signal processing?,0
write short note on case tools for software development.,0
"output and capital are increasing more rapidly than labour in the pharmaceutical industry. however, labour is increasing faster than capital and output in the agriculture industry. evaluate the different in the output growth and productivity between these two industries.",4
"discuss the principles of machine learning algorithms e.g., supervised learning, unsupervised learning, reinforcement learning, explaining their applications and limitations.",1
two straights road intersects at a chainage of 2550.,2
"a water utility company is evaluating the effectiveness of stormwater management systems for flood prevention and water quality protection. evaluate the performance of green infrastructure practices, including permeable pavements, rain gardens, and detention ponds. propose stormwater management strategies and green infrastructure designs to reduce runoff volume and pollutants in urban watersheds.",4
explain the process of ecological succession.,1
critically discuss on humans need to maintain a temperature of 37âc. provide two 2 points.,3
explain filament winding composite manufacturing process.,0
explain with suitable example bsf and dsf traversal of graph.,0
"a city is experiencing groundwater depletion and subsidence due to excessive groundwater pumping for irrigation and municipal water supply. analyze the groundwater recharge techniques e.g., infiltration basins, recharge wells, artificial recharge and recommend strategies for replenishing aquifers and mitigating subsidence impacts on infrastructure and land stability.",3
evaluate the feasibility of using blockchain technology for secure and transparent supply chain management in the electronics industry.,2
you are the new online advertising consultant for loreal malaysia. explain to your client seven 7 important paid media metrics in online advertising.,1
explain the different types of flames used in oxyacetylene welding.,0
from a blueprint to describe the article depicted.,1
what are the switching regulator topologies?,0
illustrate the enqueue and dequeue operations of queue.,1
debate the ethical implications of using ai algorithms for predictive healthcare diagnostics.,4
explain in brief reactions involved in manufacture of silicone rubbers with mechanisms.,2
explain any two speed control techniques used in wind turbine to extract maximum power.,1
what is instruction hazard?,0
"invent a method for improving the accuracy and reliability of indoor positioning systems using a combination of wi-fi, bluetooth, and inertial sensors.",5
explain the circuit diagram of level shifter.,0
what is interface in java?,0
with the help of block diagram explain superheterodyne fm receiver.,0
define binary tree. explain following terms with suitable examples:,0
a concentrated load of 25 kn acts on the surface of homogenous soil mass of large extent. find the stress intensity at a depth of 8 m by usingboussinesqâs theory at a horizontal distance of 2.5 m.,2
discuss three 3 types of anomalies associated with database tables that have not been normalized.,1
when did the first saudi radio station open,0
invent a method for enhancing the security of iot devices and networks through decentralized identity management and blockchain-based authentication.,5
assess the value of attachment theories in developmental psychology.,4
write sudo codes to perform following operations on index sequential file.,2
"you are leading a team of data scientists in developing an artificial intelligence ai system for predictive maintenance of industrial machinery. create a predictive maintenance model using machine learning algorithms to analyze sensor data, detect equipment failures in advance, and schedule maintenance activities proactively to minimize downtime and maintenance costs.",5
examine the data to identify correlations between variables in a study.,2
write a note on building stones.,0
can you create a schematic diagram of a chemical reaction mechanism?,3
propose a framework for using transfer learning and domain adaptation to improve the performance of machine learning models in low-resource domains.,5
"for on 10 bit successive approximation type ad converter driven by a 2mhz clock, find the conversion time?",2
what ideas can you add to...?,5
explain transfer function of an ac servo motor with suitable diagram.,0
what are pipeline hagards?,0
explain with neat circuit diagram rc phase shift oscillator.,1
how could old architectural principles be combined to create sustainable urban spaces?,5
analyze the historical documents to reconstruct historical events.,3
explain stream classes hierarchy for file handling in c.,0
"a software development team is considering adopting a microservices architecture for a new web application project. evaluate the advantages and disadvantages of microservices compared to monolithic architecture in terms of scalability, maintainability, and deployment complexity. recommend the most suitable architecture based on project requirements and long-term scalability goals.",4
write a c function to insert a node into a singly linked list.,2
"contrast the features and performance of different intrusion detection systems e.g., signature-based ids, anomaly-based ids, host-based ids in identifying and mitigating cyber threats.",3
write down the steps to be followed to receive a data serially using 8051 microcontroller.,0
design a new system for automatically detecting and mitigating zero-day vulnerabilities in enterprise software applications before they can be exploited by attackers.,5
write a short note about mulch and how mulching could help in controlling soil temperature.,1
use a manual to calculate an employees vacation time.,2
rewrite the markov matrix to account for this slight change.,1
design and sketch the layout of a cmos inverter.,5
"you are developing a predictive maintenance system for optimizing equipment uptime and reliability in industrial manufacturing plants. create a predictive maintenance framework that combines sensor data analytics, anomaly detection, and machine learning algorithms to predict equipment failures, schedule maintenance tasks, and optimize maintenance schedules to minimize downtime and maintenance costs.",5
can you create a diagram to illustrate the water cycle?,3
tell me about a place youve always wanted to visit and why.,0
"find f10 of the cubic function passing through the points 4,â43 7,83 9,327 and 12,1053 using newtons divided difference formula.",2
"for an unity feedback system with open loop transfer function 4gs2 ssï½ï. determine damping factor, undamped natural frequency, reason peak, resonant frequency.",2
define lightweight concrete?,0
âchina has been practicing low exchange rate for previous decades.â clarify the pros and cons under this practice.,3
explain coriolis component of acceleration with neat sketch.,0
explain sequence of events that occur in fetch cycle symbolically with diagram at each stage.,3
what is rtd?,0
âthe efficient market hypothesis emh states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments. justify the statement.,4
explain the gauss jordan method used for the solution of the linear simultaneous equation.,0
a bank maintains two kinds of accounts for customers.,2
define macro.,0
explore memory management in the virtual 8086 mode.,0
criticize the effectiveness of noise barriers in mitigating traffic noise pollution near residential areas.,4
explain in brief the characteristics of memory systems.,0
can you outline the main steps of the scientific method?,3
write note on interrupt structure of 8051.,1
categorize the different types of cultural practices.,3
describe the feeling of contentment.,1
"explain the concept of channel coding in digital communication, discussing its role in improving error performance and reliability.",1
describe v at polymerization process in short.,0
explain four 4 types of process design that could be found in manufacturing companies.,1
debate the ethical implications of using network neutrality principles for ensuring equal access to internet services and content.,4
judge the effectiveness of adversarial training techniques in improving model robustness.,4
calculate the electric field strength between two charged particles.,2
write a program to clear 10 ram locations starting at ram address 20h.,2
how packaging is promoting the product in market explain in detail.,3
what can i do to investigate this problem further,3
how would you differentiate between heterodox and mainstream,3
draw and explain the basic building of an ideal microprocessor based system with the help of neat diagram.,3
write an algorithm to convert infix expression to postfix expression and convert following infix expression to postfix expression.,0
"using information from the book about one of the main characters, rewrite the ending of the book.",5
show me how to change a flat tire on a car.,0
distinguish between brushless d.,3
judge the difficulty level for yourself.,4
define a tree.,1
identify one problem in the book and give an alternate solution one not given by the author.,5
what techniques can you use to identify contradictory information in a complex political report?,3
how can you relate knowledge from art history and psychology to understand artistic expression?,5
conclude the impact of social media on relationships.,4
"calculate treynors measure for aovs portfolio and the market. compare the two 2 measures, and assess the performance of the aovs portfolio during the year just ended.",2
why does arm use cpsr?,0
tabulate the differences between a hardware and a software firewall?,0
write an algorithm of b tree deletion.,0
assess the feasibility of implementing network slicing for enabling service differentiation and resource isolation in 5g networks.,4
calculate the pressure exerted by a gas using the ideal gas law.,2
define industrial engineering.,0
explain necessity of nitrogeneous fertilizers produced from ammonia.,3
outline the key principles of a psychological theory.,3
describe types of joints and their civil engineering significance.,0
explain in brief what is folding.,0
give two examples how breeding is similar to natural selection.,1
explain in detail corrosion monitoring technique for reinforcement and preventive measures against corrosion.,1
state the importance of finally blocks.,3
judge the reliability of a software-defined storage sds solution in optimizing data storage and retrieval across heterogeneous environments.,4
what is fouling?,0
what is meant by power screw?,0
write a short note on concept of pla and pal.,1
differentiate between latch and flip flop.,3
what are some common items you would find on a grocery list?,0
what is tdr in constrution?,0
explain with example forward and backward selection method for subset selection.,0
select the appropriate variables for a hypothesis testing.,3
explain five 5 characteristics of social media.,1
explain how synchros can used as error detectors.,1
who can use what we know about sonnets and finish this poem?,2
assess the fairness and transparency of ai-powered credit scoring systems.,4
justify the following statement. it is possible for a firm to experience diminishing marginal return and diseconomies of scale at the same timeâ.,4
explain the function of a shift register.,1
define equivalent evaporation and boiler efficiency.,0
describe the economic growth and four 4 sources of economic growth.,0
describe what goes in each of the four areas on the first page of notes,1
tabulate the differences between l1 and l2 regularization penalties in machine learning?,0
describe the advantages of hydroelectric power plant.,0
explain any four extrusion process variables with sketch.,0
identify the stages of human cognitive development according to piaget.,0
debate the ethical considerations of using ai algorithms for facial emotion recognition.,4
calculate the level of output japan needs to achieve in order to maintain a balanced trade account.,2
can you create a flowchart diagram for a computer algorithm?,3
"compare the different types of joins in sql e.g., inner join, outer join, cross join, explaining their use cases and implications on query results.",1
solve the calculus problem involving optimization.,2
how would you classify the different forms of government structures?,3
invent a method for enhancing the performance and longevity of lithium-ion batteries used in electric vehicles through advanced thermal management techniques.,5
identify the characteristics of a truss bridge in bridge engineering?,0
"a healthcare provider is assessing the interoperability of medical devices and electronic health records ehr systems for seamless patient care. evaluate the compatibility of medical device interfaces with ehr platforms, including data standards, communication protocols, and data integrity mechanisms. propose integration solutions and interoperability standards to improve care coordination and patient safety.",4
explain free space management and directory structure in file management.,0
design a novel algorithm for personalized recommendation systems that leverages both explicit and implicit user feedback to improve recommendation accuracy.,5
compare the economic policies of two historical eras and contrast their effects.,1
state types of quantization.,0
define the concept of supply and demand.,0
explain in detail categories of software metrics with suitable examples.,3
for the configuration shown in the following fig.,2
"use green âs theorem to evaluate ïïïï22 222 cxyd x x yd yïï ïï² where âcâ is boundary of area enclosed by the axis and circle 2216, 0. xy zïï½ ï½",2
summarize the main arguments of an ethics debate.,4
state the rule for balls and strikes in baseball.,0
a cylindrical boiler is 2.,2
"explain the concept of bit error rate ber in digital communication, discussing its relationship with signal-to-noise ratio snr and channel capacity.",1
defend your viewpoint on the importance of arts education.,4
justify and nominate ways to prevent animal extinction.,4
"in a bjt, the width of the base quasineutral region has to be small compared to the minority carrier diffusion length. explain why this is important",1
propose a framework for implementing quantum communication protocols such as quantum key distribution qkd for ultra-secure communication networks.,5
elaborate the objectives and basic design procedure of the foundation design of a building.,1
explain any three errors in induction type energy meter in detail.,3
how would you restructure the school day to reflect childrens developmental needs?,5
short note on optimum proportions of a vessel.,0
can you create a flowchart diagram for a decision-making process in healthcare?,3
explain instruction pipelining in detail.,1
assuming that the diagram of 1000 brass plugs taken consecutively from machine form a normal distribution with mean 0.,2
explain rs232 standard with suitable diagram.,0
how do you derive the equation for calculating the electric field between charged particles?,5
discuss the steps in executing interrupts in pic 18 microcontroller.,0
"suppose youre training a convolutional neural network cnn for image classification tasks. explain how you would preprocess image data, design the network architecture, and fine-tune model hyperparameters to optimize classification accuracy.",1
interpret the emotions conveyed through a piece of music.,1
with the help of neat diagram explain working of ic 555 as a astable multivibrator.,0
describe in detail core drilling method of subsurface geological exploration with its significance.,1
evaluate the feasibility of using unmanned aerial vehicles drones for inspection and monitoring of civil infrastructure.,2
design a building according to given specifications,5
a series rl circuit in fig no.,2
what are the advantages of digital instruments over analog instruments.,1
model the behavior of a pendulum using mathematical equations.,2
can you break down the stages of the carbon dioxide-oxygen cycle?,3
explain working of ic 555 as astable multivibrator.,1
derive the relegation ship between springs in series and parallel.,3
how does your agency inspect against its expectation for operators,3
write methods of transfer lines with suitable example.,0
identify the major branches of philosophy.,0
"a construction company is assessing the environmental sustainability of building materials for green building certification. evaluate the life cycle assessments lcas of construction materials, including embodied carbon, energy consumption, and resource depletion. propose sustainable material alternatives and green building strategies to minimize environmental impact and achieve leed certification.",4
draw and explain wein bridge oscillator.,1
how o.,1
"trading strategies used by investors of futures and forwards markets help to maintain market efficiency. based on the above statement, differentiate between all three 3 main trading strategy used by futures and forward markets investors..",3
what is gas chromatography?,0
differentiate between tcp and udp protocol.,3
select the relevant case studies for a comparative analysis.,3
"you have been assigned to design a blockchain-based voting system for ensuring transparent and tamper-proof elections. create a conceptual design for the voting system, including the structure of the blockchain network, consensus mechanism, smart contracts for voter registration and ballot casting, and mechanisms for verifying and tallying votes securely.",5
provide the objectives of building maintenance.,1
"explain with sketch the fixed hair method of tacheometry, when line of sight is inclined downward depression and staff is held vertical?",0
describe the industrial application of enzymes in beer production.,1
give the steps involved in the preparation of crystal violet.,0
explain the principle of ultrasonography in pregnancy diagnosis for farm animals.,1
sate the working principle and applications of total station?,0
with neat circuit diagram explain i to v converter.,0
describe the process to carry out work sampling study.,0
enumerate the differences between amplitude modulation am and frequency modulation fm in radio communication?,0
what is plate linearization curve and its requirement in prepress?,0
solve a coding challenge using your programming skills.,2
quote a line from a song that resonates with you.,0
"when dealing with complex scientific experiments, how do you understand their results?",1
"discuss the principles of time division multiplexing tdm in digital communication, explaining its advantages and limitations.",1
"explain the concept of devops development and operations, discussing its principles and practices for improving collaboration and software delivery.",1
explain the interrupt structure of pic18 microcontroller along with ivt.,3
discuss the best practices to reduce construction demolition and waste for sustainability.,1
describe impressionism art style.,0
explain extrusion of plastic.,3
write any four industrial applications of the dc series and dc shunt motor.,0
derive the expression for minimum starting speed of a centrifugal pump.,3
categorize the different forms of government.,3
"discuss why physical weathering is more prevalent in dry, cool regions while chemical weathering is more prevalent in wet, hot regions.",1
list the properties of distribution function.,1
can you identify the connections between different historical events in a complex timeline?,3
how the queue adt is implemented using a python list.,0
discuss the disadvantages of timber flat roofs.,1
what is the significance of coating on the material properties?,0
recall the definition of the formula datatype from your assignment 2.,0
write a poem about this book.,5
what is meant by reactance voltage in ease of commutation in dc machine?,0
can you identify the relationships between different factors in a complex economic model?,3
grasp the meaning behind the allegory in this story.,1
solve for the ten following fraction multiplication problems. please make sure to show all your work.,2
a die is tossed 300 times gave the following result.,2
state detail classification of transducers.,1
draw and explain how cmos inverter works as amplifier with active load configuration.,1
explain different types of hazards that occur in a pipeline.,0
develop a new algorithm for optimizing spectrum allocation in cognitive radio networks to maximize spectrum utilization while minimizing interference.,5
explain the key features of object oriented programming language.,1
"discuss the principles of structural steel connections, explaining types such as bolted connections, welded connections, and riveted connections.",1
a four pole lap wound dc motor has 540 conductors.,2
discuss two 2 key differences between stock warrants and stock options.,1
can you identify the key components of a well-balanced diet?,0
argue for or against the regulation of artificial intelligence.,4
how test strategies for object oriented software are different from that of conventional software?,3
how can you generate creative ideas for a charity fundraising event?,5
"inspect each of these boolean expressions, and determine whether each one is a sum of products, or a product of sums",3
"as an optical network engineer, you are deploying a passive optical network pon for delivering broadband services to residential customers. explain how you would apply wavelength division multiplexing wdm-pon and time division multiplexing tdm-pon techniques to optimize bandwidth sharing and network scalability.",2
what are five different types of musical instruments?,0
can you recall the date of the signing of the declaration of independence?,0
explain deferred database modification and immediate database modification and there difference in the context of recovery.,0
elaborate on how you will use iot for remote healthcare.,0
a certain feedback system is described by the following transfer function.,0
"list five 5 suggestions on how malaysian public listed company director in malaysia can perform duty to use reasonable care, skill  diligence.",0
suggest five 5 actions that public mutual berhad pmb can consider in championing the institutional shareholder activism.,5
what are the salient features of engineering students hostel building?,0
how does...comparecontrast with...?,3
support your argument with relevant statistics.,4
explain with diagram the working of d type flip-flop. give its truth table.,0
how would you use economic concepts to analyze the factors affecting consumer decision-making?,2
hypothesize an approach for using additive manufacturing to fabricate customized medical implants tailored to individual patient anatomy.,5
write a short note on land use zoning and mention the requirements of each.,0
enlist various types of fixtures for doors and explain anyone with a neat sketch.,2
"evaluate the performance impact of different network protocols e.g., tcp, udp, icmp on real-time communication applications such as voip and video conferencing.",3
explain with a neat diagram cmos nor gate.,0
how can you relate knowledge from anthropology and sociology to understand societal shifts?,5
what is aliasing? how can it be avoided.,0
describe logical programming.,0
plan a federated learning framework for collaborative training of machine learning models across multiple healthcare institutions while preserving patient privacy.,5
"your company is considering migrating its infrastructure to the cloud for improved scalability and cost-efficiency. analyze the factors that need to be considered when choosing between public cloud providers such as aws, azure, and google cloud platform.",3
"contrast the principles of passive and active solar heating systems in building design, discussing their effectiveness in reducing energy consumption and carbon emissions.",3
describe the process of clock recovery in digital communication systems?,0
debate the ethical considerations of using ai-powered chatbots for customer service and support.,4
propose a framework for implementing zero-trust security architecture in enterprise networks to mitigate insider threats and unauthorized access.,5
determine the mass of the unknown substance through gravimetric analysis.,2
draw production possibilities frontier and trading possibilities frontier for china and thailand. clearly label the total output before specialization and total output after trade in the diagrams.,1
what is the cost of the mst?,0
apply the gauss jordan method to solve the following equations.,2
a badminton hall to be provided with a lighting installation.,2
explain grid connected wind energy conversion system with the help of neat diagram.,0
what are different security parameters considered while designing any iot system?,0
"based on your knowledge on the physics of semiconductors, evaluate the limit for the minimum feature size of silicon mosfet.",4
"subway brand is the worlds largest submarine sandwich chain with more than 44,000 locations around the world. this november, subway is introducing two new combos as in the image provided below. propose a rough layout of a poster to promote these new combos.",5
give test for conflict serializability.,0
paraphrase the historical document.,1
explain in detail about writing console output in java with suitable example.,1
explain how instructional materials can facilitate the teaching and learning process. give one 1 example.,1
"name the principle that states energy cannot be created or destroyed, only converted.",0
state the output of a given regular expression match operation in python?,0
model the interactions between species in a complex ecosystem.,2
explain the linked implementation of stock with suitable example.,0
recommend ways to enhance communication skills.,4
what is congestion control?,0
explain in detail state table design method for hardwired control design.,1
"evaluate the impact of different manufacturing tolerances e.g., dimensional tolerance, geometric tolerance, surface roughness on part quality and assembly fit.",3
translate your knowledge of economics to analyze this market trend.,1
differentiate between commercial letter of credit and standby letter of credit.,3
describe the process of mitosis in cell division.,0
a 75 mm diameter solid shaft is supported on end bearing 4 m apart.,2
differentiate between deductive and inductive reasoning.,1
tell me about a recent technological advancement that caught your attention.,0
imagine you are conducting a geotechnical investigation for a proposed high-rise building project on a site with challenging soil conditions. discuss how you would apply soil mechanics principles and foundation design methods to assess soil stability and select suitable foundation types to support the structure.,2
list the major forces acting on the concrete body of the dam excluding earthquake and wind forces.,1
demonstrate the correct usage of the scientific notation in expressing very large or small numbers.,2
explain any one electrical method for measurement of level.,2
"imagine youre configuring a digital subscriber line dsl network for broadband internet service. explain how you would perform line qualification, provision dslams, and optimize dsl profiles to maximize data rates and minimize latency.",1
explain different four types of flows in open channel.,1
what conclusions can you draw by combining viewpoints from different political philosophers?,5
calculate the work done by a force moving an object.,2
when did the second world war happen,0
you are setting up a secure wi-fi network for a campus environment. explain how you would apply network segmentation and vlan configuration to isolate user traffic and protect sensitive data.,2
assess the efficiency of piezoelectric energy harvesting devices in converting mechanical vibrations into electrical energy.,4
state the different patterns of counter showing natural features.,1
explain memory partitioning in memory management.,0
explain a binary tree. name and explain with suitable example the following terms:,0
sketch a typical absorption process in a packed column with regeneration in form of,2
the first four moments about value 30.,2
explain doe method of concrete mix design.,0
design a pll circuit using 565 ic to get free running frequency 4.,2
distinguish between differential foundation settlement and uniform foundation settlement.,3
"imagine that you are a relative of an older adult who survives stroke, suggest four 4 strategies to further promote the wellbeing of the individual.",5
recognize the purpose of mac address filtering in wireless network security?,0
you are designing a wireless sensor network for environmental monitoring in a remote area. explain how you would apply energy harvesting techniques and low-power communication protocols to prolong the battery life of sensor nodes.,2
calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,2
determine the equilibrium price and quantity.,2
write a short note on organic protective coatings?,0
categorize the different types of societal norms.,3
explain the two main factors that could affect enzyme catalytic efficiency.,1
explain how binary space partition algorithm is used to remove hidden surfaces.,1
list the advantages and limitations of protein crystal structure determination using x-ray crystallography.,1
can you break down the components of a biological cell?,3
an oil of specific gravity 0.,2
assess the reliability of ai-driven natural language generation systems.,4
assess the value of existentialist theories in philosophy.,4
differentiate between method overloading and method overriding.,3
list the different architectural styles.,0
"identify the genetic elements in the dna sequences of homo sapiens, homo luzonensis and homo erectus. justify your answer.",4
for the circuit diagram as shown in the fig.,2
how do you go about understanding complex historical events?,1
reproduce the steps to implement a priority queue using a heap data structure?,0
a fluid of viscosity 0.,0
explain the double meaning the author attributes to the term successive action descriptions,1
show that the vector field.,4
how can you experiment to study the effects of different stimuli on animal behavior?,2
tabulate the population growth in a particular city over the last decade.,0
"compare the different types of multiplexing techniques e.g., fdm, tdm, cdma in terms of their bandwidth utilization and complexity.",1
random sample of 400 men and 600 women were asked whether they would have a school near their residence 200 men and 325 womenwere in favour of proposal.,2
establish criteria for making this choice and defend your final selection.,4
classify frogs toads and other amphibians.,1
explain any four iot network protocols?,3
write down specific iso standards used in packaging industry.,0
write a short note on topological sorting.,2
explain the processing of eukaryotic mrna transcripts prior to translation. indicate the chemical bases for each step.,1
summarize the cultural impact of a historical event.,1
write a short note on types of roller bearings.,0
with the help of diagram explain the main concept of solar thermal power plant.,1
with the help of diagram explain the main concept of solar thermal power plant?,3
explain with circuit diagram the dynamic mos memory.,1
explain carbon arc welding neat sketch.,0
provide the equations for the eadie-hofstee and hanes-woolf plot. explain how these equations could be derived from the michaelis-menten equation.,2
compare the various types of optimization algorithms in terms of their convergence speed and stability.,1
explain the factors for selection of motor for an ev .,0
describe the following systems in renewable energy system.,0
explain carnot cycle with pv and ts diagram.,1
"as a defence strategy, most plant secondary metabolites exert adverse effects on herbivores. discuss how plants avoid poisoning themselves with these metabolites.",1
explain brief classification of i.,1
"explain the concept of hyperparameter tuning techniques, discussing their strategies for optimizing model performance.",1
what are various operations on graph?,0
what is time constant?,0
economists state that both allocative and productive efficiencies are realized in the long-run equilibrium of a monopolistically competitive market. state whether you agree or disagree with the statement. graphically illustrate and explain the statement.,3
a hpf section is constructed from two capacitors 1 microfarad each and 15 milli henery find cutoff frequency and design resistance.,3
show that the wavefunction of a free particle is a plane wave.,2
conclude and support which economic system leads to a higher standard of living.,4
design a novel antenna array configuration for improving the coverage and capacity of 5g cellular networks in urban areas with high user density.,5
how do you derive the equation for calculating the area of a circle?,5
categorize the different types of literary elements.,3
calculate the displacement of an object using kinematic equations.,2
hypothesize a method for improving the efficiency of garbage collection in programming languages by dynamically adjusting collection thresholds.,5
describe the challenges in global advertising.,0
how are hydroelectric power plants classified?,0
list and explain operating system design issues.,1
suppose the following sequence lists the nodes of a binary tree in preorder and inorder respectively.,3
compare react js and angular js and vue js.,2
can you recall the main events of world war ii?,0
illustrate difference between conflict serializable schedule and view serializable schedual by an appropriate example.,0
"interpret the concept of bias-variance tradeoff in machine learning models, discussing its implications for model performance and generalization.",1
the standard deviation and arithmetic mean of the distribution are 4.,2
draw a diagram to illustrate the edman degradation reaction in protein sequencing.,1
two parallel shafts having centre distance 5 meters are connected by open flat belt.,2
identify the key enzymes and explain their roles in fatty acid biosynthesis that contribute to the unique fatty acid composition of palm mesocarp oil.,1
propose a novel approach for integrating blockchain technology into supply chain management systems to enhance transparency and traceability.,5
recall locations of a historical events,0
give the applications of two port network parameters.,0
what are the primary colors in the additive color model?,0
a three span continuous beam abcd is loaded with ultimate loads as shown in figure 11.,3
how would you define cognitive dissonance in psychology?,0
recognize the differences between a gravity dam and an arch dam in dam engineering?,0
"find the bilinear transformation which maps the points 0,1,2 from z plane on to the points 1, 1 2, 1 3 of the w - plane.",2
develop a python program to add city and remove city considering them to act as insert and delete operations of the data structure queue.,2
propose a new method for enhancing the security and privacy of wireless sensor networks through lightweight encryption and authentication mechanisms.,5
how can you use your understanding of computer algorithms to optimize a search process?,2
what is a stack?,0
explain gesture interfaces in virtual reality.,0
outline the main processes of the nitrogen cycle.,3
how are ends of belts joined?,0
judge the efficiency of passive solar design strategies in reducing heating and cooling loads in buildings.,4
the average rate of inflow during 12 months for a river are as under,2
how would you classify the different types of economic indicators?,3
what are the mathematical operations that can be performed on set abstract data type?,0
how do you build a functional robotic assistant for the elderly?,5
state  explain along with diagram law of intermediate temperatures and law of intermediate metals of thermocouple. comment on relationship between temperature  output voltage.,0
there are a number of factors influencing the productivity of a sector of the economy. explain accordingly.,1
what is the definition of a chemical reaction?,0
what are electroactive polymers?,0
a coin is tossed three times. write the sample space which gives all possible out comes. a random variable x. which represents the numberof heads obtained on any tripple toss. calculate and draw the cdf andpdf.,2
explain the process of mitosis.,1
what is hashing?,0
justify the allocation of funds for space exploration.,4
explain steps to transfer data serially in 8051 microcontroller.,0
apply the block digram reduction rules to reduce the following system into canonical form and determine its control ratio.,0
explain rebound hammer test with its limitations.,0
what are the different types of appraisals required to undertake any project?,0
categorize the different types of social inequalities.,3
what can you tell me about the process of photosynthesis?,0
contrast the ideologies of conservatism and liberalism.,1
evaluate the following forms of lisp.,3
criticize the fairness and transparency of traffic management policies implemented by internet service providers isps for bandwidth allocation.,4
recommend methods for improving time management.,4
discuss the role of hydraulic engineering in the sustainable development and preservation.,1
evaluate the trade-offs between using a relational database management system rdbms versus a nosql database for handling big data applications.,2
"suppose youre analyzing the dynamics of a mechanical linkage system. describe how you would formulate equations of motion, solve kinematic constraints, and simulate system behavior to predict motion trajectories and forces.",1
write short notes on .,1
"discuss the principles of building information modeling, explaining its use for collaborative design, construction planning, and facility management.",1
differentiate between qualitative and quantitative data analysis techniques.,1
derive an expression for heat exchanger effectiveness for concurrent flow.,0
explain the different types of welding electrodes used in arc welding process?,0
can you label the stages of the cell cycle?,0
discuss on tunnel excavated through faulted area.,3
apply the principles of genetics to analyze the inheritance patterns of a specific genetic disorder.,2
analyze the market trends to make investment decisions.,3
what is design pattern?,0
"portfolio management strategies are different based on the investors risk preferences and expected return. based on above statement, explain two 2 major portfolio management strategies.",1
suggest and explain two 2 ways to measure a banks profitability.,5
find the first four moments about the arithetic mean for the following distribution.,2
demonstrate the steps of a mechanical process through animations.,2
explain the functional advantages provided by enzymes with a quaternary structure.,1
modify the algorithm to handle larger data sets more efficiently.,2
judge the efficiency of active noise control systems in reducing noise pollution in urban environments.,4
apply the theories of cognitive psychology to design effective learning materials.,2
explain the factors affecting rate of e1 and e2 reactions.,3
what strategies can you use to generate innovative ideas?,5
"discuss the principles of error control coding e.g., convolutional codes, turbo codes, explaining their performance in noisy communication channels.",1
"design a new algorithm for multi-modal sentiment analysis that integrates textual, visual, and auditory information to provide more comprehensive sentiment analysis results.",5
compare and contrast different methods for secure authentication in wireless communication systems and analyze their vulnerabilities.,2
write a program in c language assign highest priority to int 1 interrupt.,2
draw and explain the arm family core architecture.,0
describe the role of enzymes in biochemical reactions.,0
explain the ring counter design for the initial condition 1010.,0
"discuss the principles of software version control systems e.g., git, svn, explaining their role in collaborative development and code management.",1
can you create a schematic diagram of a computer network?,3
"for international marketers, economic factors are important. explain why economic factors are important to them.",1
"construct a dna based cladogram using neighbour-joining approach, and suggest the relationship of s, m, and d species.",5
discuss types of analysis for fuel.,3
draw and explain the interfacing diagram of dac0808 with pic18fxxx.,0
infer the possible causes of the decline in customer satisfaction.,1
would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,1
compare two of the characters in this book.,3
"what are different types of curves, explain any one with sketch .",0
how can you use knowledge from economics and environmental science to develop sustainable solutions?,5
identify the muscles responsible for flexing the forearm.,0
compare sll with dll?,3
explain the concept of self gmd or gmr for capacitance calculation.,0
